scenario,section,left,right,method,observations,correlation
null_alpha,anchored_components,anch_industry_sales_hhi,anch_operating_margin,spearman,59718,-0.0329300032539946
null_alpha,anchored_components,anch_industry_sales_hhi,anch_cash_adjusted_roic,spearman,56721,-0.0237271045467714
null_alpha,anchored_components,anch_industry_sales_hhi,anch_gross_profitability_lag_assets,spearman,56721,0.0154318161806791
null_alpha,anchored_components,anch_industry_sales_hhi,anch_cash_conversion_lag_assets,spearman,56721,-0.0249655811667882
null_alpha,anchored_components,anch_industry_sales_hhi,anch_asset_turnover,spearman,56721,0.0208143787775232
null_alpha,anchored_components,anch_industry_sales_hhi,anch_asset_lightness,spearman,59718,0.018719226852073
null_alpha,anchored_components,anch_industry_sales_hhi,anch_incremental_operating_margin,spearman,54028,-0.009717476803353
null_alpha,anchored_components,anch_industry_sales_hhi,anch_capex_intensity,spearman,59718,-0.0191127895534282
null_alpha,anchored_components,anch_log_active_firm_count,anch_log_active_firm_count,spearman,59718,1.0
null_alpha,anchored_components,anch_log_active_firm_count,anch_rd_intensity_zero,spearman,59718,0.0203897254708735
null_alpha,anchored_components,anch_log_active_firm_count,anch_capitalized_rnd_stock_assets,spearman,59718,0.0434570588790917
null_alpha,anchored_components,anch_log_active_firm_count,anch_rnd_positive_share_3y,spearman,53769,-0.0032850190796872
null_alpha,anchored_components,anch_log_active_firm_count,anch_gross_profit_lag_sga,spearman,56721,0.0055923364281254
null_alpha,anchored_components,anch_log_active_firm_count,anch_revenue_change_lag_sga,spearman,56721,-0.0101313615852444
null_alpha,anchored_components,anch_log_active_firm_count,anch_advertising_intensity,spearman,22517,-0.0319262876688598
null_alpha,anchored_components,anch_log_active_firm_count,anch_operating_margin,spearman,59718,-0.0107867730004427
null_alpha,anchored_components,anch_log_active_firm_count,anch_cash_adjusted_roic,spearman,56721,-0.0217796550762656
null_alpha,anchored_components,anch_log_active_firm_count,anch_gross_profitability_lag_assets,spearman,56721,-0.0038983253006388
null_alpha,anchored_components,anch_log_active_firm_count,anch_cash_conversion_lag_assets,spearman,56721,-0.0174220834291822
null_alpha,anchored_components,anch_log_active_firm_count,anch_asset_turnover,spearman,56721,-0.0339332000806345
null_alpha,anchored_components,anch_log_active_firm_count,anch_asset_lightness,spearman,59718,-0.0584111648565348
null_alpha,anchored_components,anch_log_active_firm_count,anch_incremental_operating_margin,spearman,54028,-0.000161256876519
null_alpha,anchored_components,anch_log_active_firm_count,anch_capex_intensity,spearman,59718,0.0298661666998459
null_alpha,anchored_components,anch_rd_intensity_zero,anch_rd_intensity_zero,spearman,59718,1.0
null_alpha,anchored_components,anch_rd_intensity_zero,anch_capitalized_rnd_stock_assets,spearman,59718,0.584989558812969
null_alpha,anchored_components,anch_rd_intensity_zero,anch_rnd_positive_share_3y,spearman,53769,0.3700009107907809
null_alpha,anchored_components,anch_rd_intensity_zero,anch_gross_profit_lag_sga,spearman,56721,0.1773587748646567
null_alpha,anchored_components,anch_rd_intensity_zero,anch_revenue_change_lag_sga,spearman,56721,0.0241418008185462
null_alpha,anchored_components,anch_rd_intensity_zero,anch_advertising_intensity,spearman,22517,0.1593306565003516
null_alpha,anchored_components,anch_rd_intensity_zero,anch_operating_margin,spearman,59718,0.1999346165949645
null_alpha,anchored_components,anch_rd_intensity_zero,anch_cash_adjusted_roic,spearman,56721,0.2278488854062856
null_alpha,anchored_components,anch_rd_intensity_zero,anch_gross_profitability_lag_assets,spearman,56721,0.192770569311556
null_alpha,anchored_components,anch_rd_intensity_zero,anch_cash_conversion_lag_assets,spearman,56721,0.2043858832427716
null_alpha,anchored_components,anch_rd_intensity_zero,anch_asset_turnover,spearman,56721,0.1023007153758698
null_alpha,anchored_components,anch_rd_intensity_zero,anch_asset_lightness,spearman,59718,0.1575388737515858
null_alpha,anchored_components,anch_rd_intensity_zero,anch_incremental_operating_margin,spearman,54028,0.0396796234140496
null_alpha,anchored_components,anch_rd_intensity_zero,anch_capex_intensity,spearman,59718,-0.0980368186531165
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_capitalized_rnd_stock_assets,spearman,59718,1.0
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_rnd_positive_share_3y,spearman,53769,0.3736901686005648
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_gross_profit_lag_sga,spearman,56721,0.1250412136506138
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_revenue_change_lag_sga,spearman,56721,-0.0815848993426243
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_advertising_intensity,spearman,22517,0.1722211631589985
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_operating_margin,spearman,59718,0.1966913045869472
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_cash_adjusted_roic,spearman,56721,0.2269781368136481
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_gross_profitability_lag_assets,spearman,56721,0.1769607302630982
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_cash_conversion_lag_assets,spearman,56721,0.1986025748610324
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_asset_turnover,spearman,56721,0.0770532712119157
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_asset_lightness,spearman,59718,0.2150270040266735
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_incremental_operating_margin,spearman,54028,0.0361057074884512
null_alpha,anchored_components,anch_capitalized_rnd_stock_assets,anch_capex_intensity,spearman,59718,-0.1530607498792556
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_rnd_positive_share_3y,spearman,53769,1.0
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_gross_profit_lag_sga,spearman,53769,0.0061683990946804
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_revenue_change_lag_sga,spearman,53769,0.0012772178242188
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_advertising_intensity,spearman,20325,0.0087700028633182
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_operating_margin,spearman,53769,0.0099643858153687
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_cash_adjusted_roic,spearman,53769,0.0093259994846583
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_gross_profitability_lag_assets,spearman,53769,0.003766474062665
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_cash_conversion_lag_assets,spearman,53769,0.0093086460969718
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_asset_turnover,spearman,53769,0.0014454504026109
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_asset_lightness,spearman,53769,0.0004792674467454
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_incremental_operating_margin,spearman,51215,-0.0022064331752664
null_alpha,anchored_components,anch_rnd_positive_share_3y,anch_capex_intensity,spearman,53769,-0.0025366003002734
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_gross_profit_lag_sga,spearman,56721,1.0
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_revenue_change_lag_sga,spearman,56721,0.6741578230724675
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_advertising_intensity,spearman,21463,0.4569661573007503
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_operating_margin,spearman,56721,0.5330193536916948
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_cash_adjusted_roic,spearman,56721,0.7070854995387257
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_gross_profitability_lag_assets,spearman,56721,0.8419017042447542
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_cash_conversion_lag_assets,spearman,56721,0.6896799910471643
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_asset_turnover,spearman,56721,0.619805935096765
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_asset_lightness,spearman,56721,0.3313744670824843
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_incremental_operating_margin,spearman,54028,0.0802057639400588
null_alpha,anchored_components,anch_gross_profit_lag_sga,anch_capex_intensity,spearman,56721,-0.454247966594286
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_revenue_change_lag_sga,spearman,56721,1.0
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_advertising_intensity,spearman,21463,0.0535760590283048
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_operating_margin,spearman,56721,0.0548690516984847
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_cash_adjusted_roic,spearman,56721,0.3301819203862714
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_gross_profitability_lag_assets,spearman,56721,0.5053239716479512
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_cash_conversion_lag_assets,spearman,56721,0.3037309215910201
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_asset_turnover,spearman,56721,0.6968706456555489
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_asset_lightness,spearman,56721,0.1225332335075594
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_incremental_operating_margin,spearman,54028,-0.0201290431541156
null_alpha,anchored_components,anch_revenue_change_lag_sga,anch_capex_intensity,spearman,56721,-0.4609516941949166
null_alpha,anchored_components,anch_advertising_intensity,anch_advertising_intensity,spearman,22517,1.0
null_alpha,anchored_components,anch_advertising_intensity,anch_operating_margin,spearman,22517,0.5801609982118469
null_alpha,anchored_components,anch_advertising_intensity,anch_cash_adjusted_roic,spearman,21463,0.546088990146861
null_alpha,anchored_components,anch_advertising_intensity,anch_gross_profitability_lag_assets,spearman,21463,0.2902130088198732
null_alpha,anchored_components,anch_advertising_intensity,anch_cash_conversion_lag_assets,spearman,21463,0.5509691703143995
null_alpha,anchored_components,anch_advertising_intensity,anch_asset_turnover,spearman,21463,0.1636821467178974
null_alpha,anchored_components,anch_advertising_intensity,anch_asset_lightness,spearman,22517,0.2515747470945864
null_alpha,anchored_components,anch_advertising_intensity,anch_incremental_operating_margin,spearman,20467,0.1155561387017398
null_alpha,anchored_components,anch_advertising_intensity,anch_capex_intensity,spearman,22517,-0.1442464443478171
null_alpha,anchored_components,anch_operating_margin,anch_operating_margin,spearman,59718,1.0
null_alpha,anchored_components,anch_operating_margin,anch_cash_adjusted_roic,spearman,56721,0.8974802635565962
null_alpha,anchored_components,anch_operating_margin,anch_gross_profitability_lag_assets,spearman,56721,0.4901155694191901
null_alpha,anchored_components,anch_operating_margin,anch_cash_conversion_lag_assets,spearman,56721,0.9228399783198306
null_alpha,anchored_components,anch_operating_margin,anch_asset_turnover,spearman,56721,0.1964724010582197
null_alpha,anchored_components,anch_operating_margin,anch_asset_lightness,spearman,59718,0.3091238020604377
null_alpha,anchored_components,anch_operating_margin,anch_incremental_operating_margin,spearman,54028,0.2037804470950399
null_alpha,anchored_components,anch_operating_margin,anch_capex_intensity,spearman,59718,-0.1840661398359516
null_alpha,anchored_components,anch_cash_adjusted_roic,anch_cash_adjusted_roic,spearman,56721,1.0
null_alpha,anchored_components,anch_cash_adjusted_roic,anch_gross_profitability_lag_assets,spearman,56721,0.7481979376773348
null_alpha,anchored_components,anch_cash_adjusted_roic,anch_cash_conversion_lag_assets,spearman,56721,0.9831262267725736
null_alpha,anchored_components,anch_cash_adjusted_roic,anch_asset_turnover,spearman,56721,0.5713240194705759
null_alpha,anchored_components,anch_cash_adjusted_roic,anch_asset_lightness,spearman,56721,0.5107115809647872
null_alpha,anchored_components,anch_cash_adjusted_roic,anch_incremental_operating_margin,spearman,54028,0.1753145677592478
null_alpha,anchored_components,anch_cash_adjusted_roic,anch_capex_intensity,spearman,56721,-0.4603318169853543
null_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_gross_profitability_lag_assets,spearman,56721,1.0
null_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_cash_conversion_lag_assets,spearman,56721,0.6974737680084712
null_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_asset_turnover,spearman,56721,0.8001455619309367
null_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_asset_lightness,spearman,56721,0.6009862817285888
null_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_incremental_operating_margin,spearman,54028,0.0798724750482689
null_alpha,anchored_components,anch_gross_profitability_lag_assets,anch_capex_intensity,spearman,56721,-0.6181327123450691
null_alpha,anchored_components,anch_cash_conversion_lag_assets,anch_cash_conversion_lag_assets,spearman,56721,1.0
null_alpha,anchored_components,anch_cash_conversion_lag_assets,anch_asset_turnover,spearman,56721,0.4985732908803016
null_alpha,anchored_components,anch_cash_conversion_lag_assets,anch_asset_lightness,spearman,56721,0.423684549815677
null_alpha,anchored_components,anch_cash_conversion_lag_assets,anch_incremental_operating_margin,spearman,54028,0.1826934549604082
null_alpha,anchored_components,anch_cash_conversion_lag_assets,anch_capex_intensity,spearman,56721,-0.4241678973830256
null_alpha,anchored_components,anch_asset_turnover,anch_asset_turnover,spearman,56721,1.0
null_alpha,anchored_components,anch_asset_turnover,anch_asset_lightness,spearman,56721,0.5968448461901826
null_alpha,anchored_components,anch_asset_turnover,anch_incremental_operating_margin,spearman,54028,0.0113130507563791
null_alpha,anchored_components,anch_asset_turnover,anch_capex_intensity,spearman,56721,-0.7352632840036374
null_alpha,anchored_components,anch_asset_lightness,anch_asset_lightness,spearman,59718,1.0
null_alpha,anchored_components,anch_asset_lightness,anch_incremental_operating_margin,spearman,54028,0.0522210213160104
null_alpha,anchored_components,anch_asset_lightness,anch_capex_intensity,spearman,59718,-0.5785591361109855
null_alpha,anchored_components,anch_incremental_operating_margin,anch_incremental_operating_margin,spearman,54028,1.0
null_alpha,anchored_components,anch_incremental_operating_margin,anch_capex_intensity,spearman,54028,-0.0196361551833972
null_alpha,anchored_components,anch_capex_intensity,anch_capex_intensity,spearman,59718,1.0
migration_alpha,raw_components,gross_margin,gross_margin,spearman,58902,1.0
migration_alpha,raw_components,gross_margin,revenue_cagr_3y,spearman,50117,0.0700631704130627
migration_alpha,raw_components,gross_margin,gross_margin_volatility_3y,spearman,52953,0.0099356766410633
migration_alpha,raw_components,gross_margin,industry_sales_hhi,spearman,58902,-0.0392731444660265
migration_alpha,raw_components,gross_margin,log_active_firm_count,spearman,58902,0.0276845549129422
migration_alpha,raw_components,gross_margin,rd_intensity_zero,spearman,58902,0.1951923046592603
migration_alpha,raw_components,gross_margin,capitalized_rnd_stock_assets,spearman,58902,0.191386386843129
migration_alpha,raw_components,gross_margin,rnd_positive_share_3y,spearman,52953,-0.0060700913912213
migration_alpha,raw_components,gross_margin,gross_profit_lag_sga,spearman,55902,0.6785199243798867
migration_alpha,raw_components,gross_margin,revenue_change_lag_sga,spearman,55902,0.0376041344139623
migration_alpha,raw_components,gross_margin,advertising_intensity,spearman,22552,0.2748358954148602
migration_alpha,raw_components,gross_margin,operating_margin,spearman,58902,0.5709819501096719
migration_alpha,raw_components,gross_margin,cash_adjusted_roic,spearman,55902,0.5559138122485309
migration_alpha,raw_components,gross_margin,gross_profitability_lag_assets,spearman,55902,0.7250103476057582
migration_alpha,raw_components,gross_margin,cash_conversion_lag_assets,spearman,55902,0.5552715387303236
migration_alpha,raw_components,gross_margin,asset_turnover,spearman,55902,0.188875057707684
migration_alpha,raw_components,gross_margin,asset_lightness,spearman,58902,0.3049558200413487
migration_alpha,raw_components,gross_margin,incremental_operating_margin,spearman,53188,0.1088826987402051
migration_alpha,raw_components,gross_margin,capex_intensity,spearman,58902,-0.1802000125087067
migration_alpha,raw_components,revenue_cagr_3y,revenue_cagr_3y,spearman,50117,1.0
migration_alpha,raw_components,revenue_cagr_3y,gross_margin_volatility_3y,spearman,50117,-1.2233284151703806e-05
migration_alpha,raw_components,revenue_cagr_3y,industry_sales_hhi,spearman,50117,-0.0024810931818394
migration_alpha,raw_components,revenue_cagr_3y,log_active_firm_count,spearman,50117,-0.0113038528486509
migration_alpha,raw_components,revenue_cagr_3y,rd_intensity_zero,spearman,50117,0.0418254681776882
migration_alpha,raw_components,revenue_cagr_3y,capitalized_rnd_stock_assets,spearman,50117,-0.1400325112764238
migration_alpha,raw_components,revenue_cagr_3y,rnd_positive_share_3y,spearman,50117,-0.005757377815565
migration_alpha,raw_components,revenue_cagr_3y,gross_profit_lag_sga,spearman,50117,0.3867874789128712
migration_alpha,raw_components,revenue_cagr_3y,revenue_change_lag_sga,spearman,50117,0.5040176373138573
migration_alpha,raw_components,revenue_cagr_3y,advertising_intensity,spearman,19176,0.0512131077688189
migration_alpha,raw_components,revenue_cagr_3y,operating_margin,spearman,50117,0.0615967127035325
migration_alpha,raw_components,revenue_cagr_3y,cash_adjusted_roic,spearman,50117,0.2940184453360833
migration_alpha,raw_components,revenue_cagr_3y,gross_profitability_lag_assets,spearman,50117,0.4380789820696819
migration_alpha,raw_components,revenue_cagr_3y,cash_conversion_lag_assets,spearman,50117,0.2578819545572305
migration_alpha,raw_components,revenue_cagr_3y,asset_turnover,spearman,50117,0.5773287572710056
migration_alpha,raw_components,revenue_cagr_3y,asset_lightness,spearman,50117,0.222165208115648
migration_alpha,raw_components,revenue_cagr_3y,incremental_operating_margin,spearman,47696,-0.0016628093542184
migration_alpha,raw_components,revenue_cagr_3y,capex_intensity,spearman,50117,-0.3977675985285593
migration_alpha,raw_components,gross_margin_volatility_3y,gross_margin_volatility_3y,spearman,52953,1.0
migration_alpha,raw_components,gross_margin_volatility_3y,industry_sales_hhi,spearman,52953,0.017982503968938
migration_alpha,raw_components,gross_margin_volatility_3y,log_active_firm_count,spearman,52953,-0.0194543464222594
migration_alpha,raw_components,gross_margin_volatility_3y,rd_intensity_zero,spearman,52953,-0.007462924363218
migration_alpha,raw_components,gross_margin_volatility_3y,capitalized_rnd_stock_assets,spearman,52953,-0.025283078889308
migration_alpha,raw_components,gross_margin_volatility_3y,rnd_positive_share_3y,spearman,52953,-0.0031755353690873
migration_alpha,raw_components,gross_margin_volatility_3y,gross_profit_lag_sga,spearman,52953,0.0061239316045066
migration_alpha,raw_components,gross_margin_volatility_3y,revenue_change_lag_sga,spearman,52953,0.0028264321883361
migration_alpha,raw_components,gross_margin_volatility_3y,advertising_intensity,spearman,20264,0.0003028127784859
migration_alpha,raw_components,gross_margin_volatility_3y,operating_margin,spearman,52953,0.0063576261057613
migration_alpha,raw_components,gross_margin_volatility_3y,cash_adjusted_roic,spearman,52953,0.0068281278380744
migration_alpha,raw_components,gross_margin_volatility_3y,gross_profitability_lag_assets,spearman,52953,0.0073816902794259
migration_alpha,raw_components,gross_margin_volatility_3y,cash_conversion_lag_assets,spearman,52953,0.0077682604111904
migration_alpha,raw_components,gross_margin_volatility_3y,asset_turnover,spearman,52953,0.0044149119138148
migration_alpha,raw_components,gross_margin_volatility_3y,asset_lightness,spearman,52953,0.0004110060876326
migration_alpha,raw_components,gross_margin_volatility_3y,incremental_operating_margin,spearman,50400,0.0348213772804384
migration_alpha,raw_components,gross_margin_volatility_3y,capex_intensity,spearman,52953,-0.0064016099795585
migration_alpha,raw_components,industry_sales_hhi,industry_sales_hhi,spearman,58902,1.0
migration_alpha,raw_components,industry_sales_hhi,log_active_firm_count,spearman,58902,-0.6114445404758867
migration_alpha,raw_components,industry_sales_hhi,rd_intensity_zero,spearman,58902,-0.0030530578800372
migration_alpha,raw_components,industry_sales_hhi,capitalized_rnd_stock_assets,spearman,58902,-0.1223896632787927
migration_alpha,raw_components,industry_sales_hhi,rnd_positive_share_3y,spearman,52953,0.0048000560314441
migration_alpha,raw_components,industry_sales_hhi,gross_profit_lag_sga,spearman,55902,-0.0388690318315852
migration_alpha,raw_components,industry_sales_hhi,revenue_change_lag_sga,spearman,55902,-0.001009071787618
migration_alpha,raw_components,industry_sales_hhi,advertising_intensity,spearman,22552,-0.0418743094569298
migration_alpha,raw_components,industry_sales_hhi,operating_margin,spearman,58902,-0.0028446328575588
migration_alpha,raw_components,industry_sales_hhi,cash_adjusted_roic,spearman,55902,-0.0102487356564045
migration_alpha,raw_components,industry_sales_hhi,gross_profitability_lag_assets,spearman,55902,-0.0347346729518916
migration_alpha,raw_components,industry_sales_hhi,cash_conversion_lag_assets,spearman,55902,-0.0067137134274957
migration_alpha,raw_components,industry_sales_hhi,asset_turnover,spearman,55902,-0.0112194567160805
migration_alpha,raw_components,industry_sales_hhi,asset_lightness,spearman,58902,-0.0237861813437993
migration_alpha,raw_components,industry_sales_hhi,incremental_operating_margin,spearman,53188,0.002765638887251
migration_alpha,raw_components,industry_sales_hhi,capex_intensity,spearman,58902,0.0018397337469577
migration_alpha,raw_components,log_active_firm_count,log_active_firm_count,spearman,58902,1.0
migration_alpha,raw_components,log_active_firm_count,rd_intensity_zero,spearman,58902,-0.0124613057196382
migration_alpha,raw_components,log_active_firm_count,capitalized_rnd_stock_assets,spearman,58902,0.1438453872992669
migration_alpha,raw_components,log_active_firm_count,rnd_positive_share_3y,spearman,52953,-0.0142592513530559
migration_alpha,raw_components,log_active_firm_count,gross_profit_lag_sga,spearman,55902,0.0168120240267559
migration_alpha,raw_components,log_active_firm_count,revenue_change_lag_sga,spearman,55902,-0.0040673389590841
migration_alpha,raw_components,log_active_firm_count,advertising_intensity,spearman,22552,-0.0017146268990843
migration_alpha,raw_components,log_active_firm_count,operating_margin,spearman,58902,-0.0167685541713966
migration_alpha,raw_components,log_active_firm_count,cash_adjusted_roic,spearman,55902,-0.0138192484731383
migration_alpha,raw_components,log_active_firm_count,gross_profitability_lag_assets,spearman,55902,0.0165443285929841
migration_alpha,raw_components,log_active_firm_count,cash_conversion_lag_assets,spearman,55902,-0.0146612107910018
migration_alpha,raw_components,log_active_firm_count,asset_turnover,spearman,55902,-0.0048174256551648
migration_alpha,raw_components,log_active_firm_count,asset_lightness,spearman,58902,-0.0051650534243218
migration_alpha,raw_components,log_active_firm_count,incremental_operating_margin,spearman,53188,-0.0022489562394621
migration_alpha,raw_components,log_active_firm_count,capex_intensity,spearman,58902,0.011599657354483
migration_alpha,raw_components,rd_intensity_zero,rd_intensity_zero,spearman,58902,1.0
migration_alpha,raw_components,rd_intensity_zero,capitalized_rnd_stock_assets,spearman,58902,0.5796090137321984
migration_alpha,raw_components,rd_intensity_zero,rnd_positive_share_3y,spearman,52953,0.4247359597309645
migration_alpha,raw_components,rd_intensity_zero,gross_profit_lag_sga,spearman,55902,0.1683848236685766
migration_alpha,raw_components,rd_intensity_zero,revenue_change_lag_sga,spearman,55902,0.0200924916627353
migration_alpha,raw_components,rd_intensity_zero,advertising_intensity,spearman,22552,0.1464906801094142
migration_alpha,raw_components,rd_intensity_zero,operating_margin,spearman,58902,0.1734806466453319
migration_alpha,raw_components,rd_intensity_zero,cash_adjusted_roic,spearman,55902,0.2048779732707607
migration_alpha,raw_components,rd_intensity_zero,gross_profitability_lag_assets,spearman,55902,0.181313136651433
migration_alpha,raw_components,rd_intensity_zero,cash_conversion_lag_assets,spearman,55902,0.1794118964449298
migration_alpha,raw_components,rd_intensity_zero,asset_turnover,spearman,55902,0.0916592577196778
migration_alpha,raw_components,rd_intensity_zero,asset_lightness,spearman,58902,0.1504197818981261
migration_alpha,raw_components,rd_intensity_zero,incremental_operating_margin,spearman,53188,0.0360243707013215
migration_alpha,raw_components,rd_intensity_zero,capex_intensity,spearman,58902,-0.0809487649472132
migration_alpha,raw_components,capitalized_rnd_stock_assets,capitalized_rnd_stock_assets,spearman,58902,1.0
migration_alpha,raw_components,capitalized_rnd_stock_assets,rnd_positive_share_3y,spearman,52953,0.4374466230171172
migration_alpha,raw_components,capitalized_rnd_stock_assets,gross_profit_lag_sga,spearman,55902,0.1185270833867574
migration_alpha,raw_components,capitalized_rnd_stock_assets,revenue_change_lag_sga,spearman,55902,-0.0836176331420197
migration_alpha,raw_components,capitalized_rnd_stock_assets,advertising_intensity,spearman,22552,0.1409186151013758
migration_alpha,raw_components,capitalized_rnd_stock_assets,operating_margin,spearman,58902,0.1709619820088837
migration_alpha,raw_components,capitalized_rnd_stock_assets,cash_adjusted_roic,spearman,55902,0.2022815622473062
migration_alpha,raw_components,capitalized_rnd_stock_assets,gross_profitability_lag_assets,spearman,55902,0.1646840935292571
migration_alpha,raw_components,capitalized_rnd_stock_assets,cash_conversion_lag_assets,spearman,55902,0.1732248633355429
migration_alpha,raw_components,capitalized_rnd_stock_assets,asset_turnover,spearman,55902,0.0531964127923754
migration_alpha,raw_components,capitalized_rnd_stock_assets,asset_lightness,spearman,58902,0.1897471292402639
migration_alpha,raw_components,capitalized_rnd_stock_assets,incremental_operating_margin,spearman,53188,0.0326437040445865
migration_alpha,raw_components,capitalized_rnd_stock_assets,capex_intensity,spearman,58902,-0.11843634201394
migration_alpha,raw_components,rnd_positive_share_3y,rnd_positive_share_3y,spearman,52953,1.0
migration_alpha,raw_components,rnd_positive_share_3y,gross_profit_lag_sga,spearman,52953,-0.0050575893433933
migration_alpha,raw_components,rnd_positive_share_3y,revenue_change_lag_sga,spearman,52953,-0.0023016676296641
migration_alpha,raw_components,rnd_positive_share_3y,advertising_intensity,spearman,20264,-0.0061209185776358
migration_alpha,raw_components,rnd_positive_share_3y,operating_margin,spearman,52953,-0.0063024685095434
migration_alpha,raw_components,rnd_positive_share_3y,cash_adjusted_roic,spearman,52953,-0.0056552882271255
migration_alpha,raw_components,rnd_positive_share_3y,gross_profitability_lag_assets,spearman,52953,-0.0078434892752502
migration_alpha,raw_components,rnd_positive_share_3y,cash_conversion_lag_assets,spearman,52953,-0.0066369938215016
migration_alpha,raw_components,rnd_positive_share_3y,asset_turnover,spearman,52953,-0.0077372556789393
migration_alpha,raw_components,rnd_positive_share_3y,asset_lightness,spearman,52953,-0.0061110539543727
migration_alpha,raw_components,rnd_positive_share_3y,incremental_operating_margin,spearman,50400,-0.0006319465492666
migration_alpha,raw_components,rnd_positive_share_3y,capex_intensity,spearman,52953,0.0101320347212983
migration_alpha,raw_components,gross_profit_lag_sga,gross_profit_lag_sga,spearman,55902,1.0
migration_alpha,raw_components,gross_profit_lag_sga,revenue_change_lag_sga,spearman,55902,0.6638648242918858
migration_alpha,raw_components,gross_profit_lag_sga,advertising_intensity,spearman,21382,0.4346213946616674
migration_alpha,raw_components,gross_profit_lag_sga,operating_margin,spearman,55902,0.5168308001811011
migration_alpha,raw_components,gross_profit_lag_sga,cash_adjusted_roic,spearman,55902,0.6910717067264666
migration_alpha,raw_components,gross_profit_lag_sga,gross_profitability_lag_assets,spearman,55902,0.8406929146064714
migration_alpha,raw_components,gross_profit_lag_sga,cash_conversion_lag_assets,spearman,55902,0.6719686384250444
migration_alpha,raw_components,gross_profit_lag_sga,asset_turnover,spearman,55902,0.6091456812708048
migration_alpha,raw_components,gross_profit_lag_sga,asset_lightness,spearman,55902,0.3216234731837312
migration_alpha,raw_components,gross_profit_lag_sga,incremental_operating_margin,spearman,53188,0.0740739784671376
migration_alpha,raw_components,gross_profit_lag_sga,capex_intensity,spearman,55902,-0.4424188775091877
migration_alpha,raw_components,revenue_change_lag_sga,revenue_change_lag_sga,spearman,55902,1.0
migration_alpha,raw_components,revenue_change_lag_sga,advertising_intensity,spearman,21382,0.0328241822766298
migration_alpha,raw_components,revenue_change_lag_sga,operating_margin,spearman,55902,0.0396234902646365
migration_alpha,raw_components,revenue_change_lag_sga,cash_adjusted_roic,spearman,55902,0.3173034061752061
migration_alpha,raw_components,revenue_change_lag_sga,gross_profitability_lag_assets,spearman,55902,0.4939292772809175
migration_alpha,raw_components,revenue_change_lag_sga,cash_conversion_lag_assets,spearman,55902,0.2887352787404381
migration_alpha,raw_components,revenue_change_lag_sga,asset_turnover,spearman,55902,0.6969639783148187
migration_alpha,raw_components,revenue_change_lag_sga,asset_lightness,spearman,55902,0.1189923022825038
migration_alpha,raw_components,revenue_change_lag_sga,incremental_operating_margin,spearman,53188,-0.022974369024832
migration_alpha,raw_components,revenue_change_lag_sga,capex_intensity,spearman,55902,-0.455637493829216
